,Name,Hometown,High School,Year,sport
9,Kam Arnold,"West Bloomfield, Mich. ", St. Mary's,2023,football
10,Kye Robichaux,"Columbus, Ga. ", Glenwood,2023,football
11,Donovan Ezeiruaku,"Williamstown, N.J. ", Williamstown,2023,football
12,Jaedn Skeete,"Hyde Park, Mass. ", Catholic Memorial,2023,football
13,Xavier Coleman,"Willingboro, N.J. ", Lenape,2023,football
14,Sione Hala,"Los Angeles, Calif. ", St. John Bosco,2023,football
15,Jaylen Blackwell,"McDonough, Ga. ", Union Grove,2023,football
16,Matthew Rueve,"Cincinnati, Ohio ", St. Xavier,2023,football
17,Josiah Griffin,"Springfield, Mass. ", Springfield Central,2023,football
18,Dante Reynolds,"Chicago, Ill. ", Kenwood Academy,2023,football
19,Jalen Cheek,"Sicklerville, N.J. ", Winslow Township,2023,football
20,Reed Harris,"Great Falls, Mont. ", Great Falls,2023,football
21,Lewis Bond,"Chicago, Ill. ", Kenwood Academy,2023,football
22,Shitta Sillah,"Somerset, N.J. ", Mater Dei Prep,2023,football
23,Khris Banks,"Paterson, N.J. ", DePaul Catholic,2023,football
24,Dino Tomlin,"Pittsburgh, Pa. ", Shady Side,2023,football
25,Emmett Morehead,"Woodside, Calif. ", Episcopal,2023,football
26,Jalon Williams,"Grand Prairie, Texas ", South Grand Prairie,2023,football
27,Shane Hanafin,"Burlington, Mass. ", Buckingham Browne & Nichols,2023,football
28,Quintayvious Hutchins,"Bessemer, Ala. ", Bessemer City,2023,football
29,Isaiah Farris,"Fort Lauderdale, Fla. ", Cardinal Gibbons,2023,football
30,Jacobe Robinson,"Henderson, Texas ", Henderson,2023,football
31,Jeremiah Franklin,"Walkersville, Md. ", Walkersville,2023,football
32,Edwin Kolenge,"Montreal, Que. ", Loomis Chaffee,2023,football
33,Josh Hardy,"Bowie, Md. ", Annapolis Area Christian School,2023,football
34,Andrew Landry,"Newton, Mass. ", Newton North,2023,football
35,Jack Brandon,"Williamsville, N.Y. ", Cheshire Academy,2023,football
36,Alex Broome,"Nashville, Tenn. ", Lipscomb Academy,2023,football
37,KP Price,"Baltimore, Md. ", St. Frances Academy,2023,football
38,Cam'ron Barfield,"Las Vegas, Nev. ", Bishop Gorman,2023,football
39,Victor Nelson,"Gainesville, Fla. ", Buchholz,2023,football
40,Cole Batson,"San Clemente, Calif. ", San Clemente,2023,football
41,Montrell Wade,"Tyler, Texas ", Tyler,2023,football
42,Pat Garwo III,"Levittown, Pa. ", Conwell-Egan,2023,football
43,Amari Jackson,"McDonough, Ga. ", Eagle's Landing,2023,football
44,Andre Hines,"Staten Island, N.Y. ", Erasmus Hall,2023,football
45,Bugg Jones,"Richmond, Va. ", Highland Springs,2023,football
46,CJ Clinkscales,"Buford, Ga. ", Buford,2023,football
47,Datrell Jones,"Hyde Park, Mass. ", Catholic Memorial,2023,football
48,Daveon Crouch,"Tampa, Fla. ", Wharton,2023,football
49,Carter Davis,"Baltimore, Md. ", Mount Saint Joseph,2023,football
50,Jackson Gugni,"Beverly Hills, Mich. ", Groves,2023,football
51,Peter Delaportas,Jefferson , Jefferson Township,2023,football
52,Jason Scott,"Laurel, Md. ", Our Lady of Good Counsel,2023,football
53,Sam Stone,"Austin, Texas ", St. Michael's,2023,football
54,Jay Brunelle,"Paxton, Mass. ", St. John's,2023,football
55,Jirhe Love,"Upper Marlboro, Md. ", Gonzaga College H.S.,2023,football
56,Anthony Ferrucci,"Fishers, Ind. ", Guerin Catholic,2023,football
57,Owen McGowan,"Canton, Mass. ", Catholic Memorial,2023,football
58,Tim Hays,"Concord, Mass. ", Concord-Carlisle,2023,football
59,John Pupel,"Traverse City, Mich. ", Traverse City,2023,football
60,Billy Van Pelt,"Houston, Texas ", Strake Jesuit,2023,football
61,Logan Galletta,"Greenwich, Conn. ", Hun School,2023,football
62,Nick Nicotra,"Lenox, Mass. ", Lenox Memorial,2023,football
63,Max Tucker,"Hyde Park, Mass. ", Catholic Memorial,2023,football
64,Kahlil Ali,"Pennsauken, N.J. ", Pennsauken,2023,football
65,Jackson Treister,"Pasadena, Calif. ", Polytechnic School,2023,football
66,Vinny DePalma,"Wayne, N.J. ", DePaul Catholic,2023,football
67,Sam Candotti,"Niddrie, Victoria, Australia ", Buckley Park College,2023,football
68,Joe Marinaro,"Wayzata, Minn. ", Belilde-St. Margaret’s,2023,football
69,Michael Wright,"Roswell, Ga. ", Blessed Trinity,2023,football
70,Palaie Faoa,"Ewa Beach, Hawai’i ", Bishop Gorman (Nev.),2023,football
71,Luchi Casale,"Miami, Fla. ", Los Gatos,2023,football
72,Dwayne Allick,"Laurel, Md. ", DeMatha,2023,football
73,Juan Zabal,"Mexico City, Mexico ", IMG Academy,2023,football
74,Noah Kahapea,"Brentwood, Calif. ", St. Thomas More,2023,football
75,Kwan Williams,"Baltimore, Md. ", McDonogh School,2023,football
76,Ryan Mickow,"Fort Lauderdale, Fla. ", St. Thomas Aquinas,2023,football
77,Regen Terry,"Florence, Ariz. ", Florence,2023,football
78,Kyle Hergel,"Toronto, Ont. ", Clarkson Football North,2023,football
79,Nick Thomas,"East Orange, N.J. ", Immaculate Conception,2023,football
80,Otto Hess,"Oswego, Ill. ", Oswego,2023,football
81,Logan Taylor,"Bridgewater, N.S. ", Episocal,2023,football
82,Drew Kendall,"Norwell, Mass. ", Noble and Greenough School,2023,football
83,Jack Conley,"New Canaan, Conn. ", New Canaan,2023,football
84,Ozzy Trapilo,"Norwell, Mass. ", Boston College High School,2023,football
85,Jude Bowry,"Germantown, Md. ", St. Frances Academy,2023,football
86,Jack Funke,"Needham, Mass. ", Xaverian,2023,football
87,Christian Mahogany,"Elmwood Park, N.J. ", Paramus Catholic,2023,football
88,Ilija Krajnovic,"Zrenjanin, Serbia ", IMG Academy,2023,football
89,Michael Crounse,"Schnecksville, Pa. ", DeMatha Catholic,2023,football
90,Jackson Ness,"Upper Arlington, Ohio ", Upper Arlington,2023,football
91,Kevin Cline,"Boca Raton, Fla. ", Boca Raton Christian,2023,football
92,George Takacs,"Naples, Fla. ", Gulf Coast,2023,football
93,Holden Symonds,"Melrose, Mass. ", Governor’s Academy,2023,football
94,Ismael Zamor,"Everett, Mass. ", Everett,2023,football
95,Luke McLaughlin,"Hudson, Ohio ", Hudson,2023,football
96,Taji Johnson,"Powder Springs, Ga. ", Marietta,2023,football
97,Jacob Kraft,"Chestnut Hill, Mass. ", Dexter Southfield,2023,football
98,Charlie Gordinier,"Monmouth Beach, N.J. ", Red Bank Catholic,2023,football
99,Matt Ragan,"Westboro, Mass. ", Lawrence Academy,2023,football
100,Hans Lillis,"Gwynedd Valley, Pa. ", Germantown Academy,2023,football
101,Tommy Birmingham,"Pittsford, N.Y. ", Pittsford Mendon,2023,football
102,Ty Clemons,"Decatur, Ala. ", Sparkman,2023,football
103,Connor Lytton,"Christiansburg, Va. ", Radford,2023,football
104,George Rooks,"Jersey City, N.J. ", St. Peter's Prep,2023,football
105,Caleb Jones,"Chesapeake, Va. ", Oscar Smith,2023,football
106,Loren DiLoreto,"Valley Center, Calif. ", Valley Center,2023,football
107,Owen Stoudmire,"Creston, Ohio ", Norwayne,2023,football
108,Liam Connor,"Leominster, Mass. ", Middlesex School,2023,football
109,Clive Wilson,"Youngstown, Ohio ", Chaney,2023,football
110,Cam Horsley,"Cinnaminson, N.J. ", Cinnaminson,2023,football
111,Mika Montonen,"Overland Park, Kan. ", Blue Valley West,2023,football
112,Eryx Daugherty,"Troy, Mich. ", Brother Rice,2023,football
113,Nigel Tate,Washington D.C. , Bullis School,2023,football
114,Luca Lombardo,"Westport, Conn. ", Staples,2023,football
115,Gilbert Tongrongou,"Woodbridge, Va. ", Forest Park,2023,football
0,CJ Burton,"Richmond, Va. ", St. Frances Academy,2022,football
2,Jaelen Gill,"Westerville, Ohio ", Westerville South,2022,football
6,Jason Maitre,"Orlando, Fla. ", Everett HS,2022,football
7,Zay Flowers,"Fort Lauderdale, Fla. ", University School,2022,football
9,Phil Jurkovec,"Pittsburgh, Pa. ", Pine-Richland,2022,football
16,Jaiden Woodbey,"Fontana, Calif. ", St. John Bosco,2022,football
18,Daelen Menard,"Davie, Fla. ", Chaminade-Madonna,2022,football
37,Josh DeBerry,"Grosse Pointe Park, Mich. ", De La Salle,2022,football
44,Alec Sinkfield,"Boynton Beach, Fla. ", American Heritage,2022,football
48,Steve Lubischer,"Oceanport, NJ ", Shore Regional,2022,football
49,Kivon Wright,"Baton Rouge, La. ", Manvel,2022,football
54,Brandon Summers,"Boston, Mass. ", Lynn Classical,2022,football
65,Blerim Rustemi,"Lincoln Park, N.J. ", DePaul Catholic,2022,football
71,Gunner Daniel,"Marysville, Ohio ", Marysville,2022,football
73,Christian Curatolo,"Collegeville, Pa. ", Malvern Prep,2022,football
76,Finn Dirstine,"Acton, Mass. ", Lawrence Academy,2022,football
78,Kevin Pyne,"Milford, Mass. ", Milford,2022,football
84,Spencer Witter,"West Hartford, Conn. ", Choate,2022,football
95,Izaiah Henderson,"Brooklyn, N.Y. ", Mater Dei Prep,2022,football
96,Chibueze Onwuka,"Bowie, Md. ", Eleanor Roosevelt,2022,football
101,Marcus Valdez,"Perth Amboy, N.J. ", Don Bosco Prep,2022,football
103,Danny Longman,"Miami Shores, Fla. ", Chaminade-Madonna College Prep,2022,football
3,Trae Barry,"Summerdale, Ala. ", Spanish Fort,2021,football
7,Deon Jones,"Oxon Hill, Md. ", Potomac,2021,football
10,Dennis Grosel,"Wiloughby, Ohio ", St. Ignatius,2021,football
11,Kobay White,"Harrisburg, Pa. ", Bishop McDevitt,2021,football
12,Jahmin Muse,"Elizabeth, N.J. ", Elizabeth HS,2021,football
16,Brandon Sebastian,"West Haven, Conn. ", Cheshire Academy,2021,football
17,CJ Lewis,"Hamden, Conn. ", Cheshire Academy,2021,football
20,Jehlani Galloway,"Providence, R.I. ", Classical HS,2021,football
24,Ethon Williams,"Annapolis, Md. ", Broadneck,2021,football
25,Joey Luchetti,"Wayland, Mass. ", Lawrence Academy,2021,football
26,Ezechiel Tieide,"Lachine, Quebec ", St. Paul's,2021,football
28,Mike Palmer,"Endwell, N.Y. ", Maine Endwell HS,2021,football
30,Isaiah Graham-Mobley,"King of Prussia, Pa. ", Upper Marion,2021,football
33,Travis Levy,"Olney, Md. ", Sherwood HS,2021,football
40,Shawn Asbury II,"Stafford, Va. ", North Stafford,2021,football
42,Tony Muse,"New Haven, Conn. ", Lawrence Academy,2021,football
45,Nick DeNucci,"Denville, N.J. ", Pope John XXIII,2021,football
46,Javian Dayne,"Sun Prairie, Wis. ", Waunakee,2021,football
47,Connor Grieco,"Montvale, N.J. ", St. Joseph Regional,2021,football
48,JT Thompson,"Atlanta, Ga. ", Mountain View,2021,football
49,Jalen Williams,"Fort Washington, Md. ", Landon School,2021,football
50,Tyler Days,"Syracuse, N.Y. ", Cicero-North,2021,football
51,Peter Stehr,"Orinda, Calif. ", Miramonte,2021,football
52,Nick Bearup,"Albany, N.Y. ", Colonie Central,2021,football
54,Aaron Boumerhi,"Philipsburg, Pa. ", Philipsburg-Osceola,2021,football
57,Tito Pasqualoni,"South Windsor, Conn. ", East Catholic,2021,football
58,Brandon Barlow,"Cohoes, N.Y. ", Shaker HS,2021,football
59,Brendan Smith,"Needham, Mass. ", Phillips Academy,2021,football
62,Casey Phinney,"Marshfield, Mass. ", Noble and Greenough School,2021,football
65,Erik Larson,"Portola Valley, Calif. ", Avon Old Farms,2021,football
69,Ben Petrula,"Freehold, N.J. ", St. Peter's Prep,2021,football
74,Alec Lindstrom,"Dudley, Mass. ", Shepherd Hill Regional,2021,football
80,Zion Johnson,"Bowie, Md. ", Riverdale Baptist,2021,football
81,Tyler Vrabel,"Bellaire, Texas ", Saint Pius X,2021,football
96,Jake Byczko,"Auburn, Mass ", Lawrence Academy,2021,football
99,Ryan Betro,"Walpole, Mass. ", Lawrence Academy,2021,football
100,Stephen Ruiz,"Naperville, Ill. ", Neuqua Valley,2021,football
101,Grant Carlson,"Missouri City, Texas ", Ridge Point HS,2021,football
105,John Tessitore,"Wallingford, Conn. ", Choate Rosemary Hall,2021,football
107,TJ Rayam,"Alabaster, Ala. ", Peddie School,2021,football
2,Maximilian Roberts,"Delaware, Ohio ", Salisbury School,2020,football
7,Tate Haynes,"San Diego, Calif. ", Cathedral Catholic,2020,football
8,Matt Valecce,"Mamaroneck, N.Y. ", Fordham Prep,2020,football
18,Sam Johnson III,"Detroit, Mich. ", Walled Lake Western,2020,football
19,Max Richardson,"Duluth, Ga. ", Woodward Academy,2020,football
20,Danny Dalton,"Marshfield, Mass. ", Marshfield,2020,football
22,Bryce Sebastian,"West Haven, Conn. ", Cheshire Academy,2020,football
32,David Bailey,"Ridgely, Md. ", North Caroline,2020,football
33,Jio Holmes,"Cleveland, Ohio ", Cleveland Heights,2020,football
35,John Lamot,"Graham, N.C. ", Eastern Alamance HS,2020,football
41,Joseph Sparacio,"Naples, Fla. ", First Baptist Academy,2020,football
43,"Paul Theobald, Jr.","Caldwell, N.J. ", Seton Hall Prep,2020,football
44,Denzel Blackwell,"Houston, Texas ", Strake Jesuit,2020,football
46,Teon Smith,"Cleveland, Ohio ", St. Edward,2020,football
56,Thomas Hovsepian,"Holliston, Mass. ", St. Sebastians,2020,football
57,Aidan Livingston,"Huntington Beach, Calif. ", Mater Dei,2020,football
58,Donovan Cahill,"Summit, N.J. ", Summit,2020,football
61,Jaylen Bailey,"Framingham, Mass. ", Belmont Hill,2020,football
62,Hugh Davis,"Indianapolis, Ind. ", Cathedral HS,2020,football
63,Mike Ciaffoni,"Sudbury, Mass. ", Lincoln-Sudbury,2020,football
65,Korey Smith,"Brightwood, Va. ", The Peddie School (N.J.),2020,football
67,Isaiah McDuffie,"Buffalo, N.Y. ", Bennett HS,2020,football
69,Reggie Terry Jr.,"Florence, Ariz. ", Florence HS,2020,football
71,Darius Bryan,"Hartford, Conn. ", Achievement First Hartford,2020,football
73,Matthew Taylor,"Fort Lauderdale, Fla. ", Saint Thomas Aquinas,2020,football
75,Nate Emer,"Marilla, N.Y. ", Iroquois HS,2020,football
83,Hunter Long,"Exeter, N.H. ", Deerfield Academy,2020,football
90,Will Prouty,"Duxbury, Mass. ", Duxbury,2020,football
91,Drew McQuarrie,"Weare, N.H. ", John Stark HS,2020,football
92,Bryce Morais,"Grayson, Ga. ", Grayson HS,2020,football
93,Jaleel Berry,"Syracuse, N.Y. ", Nottingham HS,2020,football
95,Luc Bequette,"Little Rock, Ark. ", Catholic,2020,football
0,Elijah Robinson,"Montclair, N.J. ", Montclair HS,2019,football
1,AJ Dillon,"New London, Conn. ", Lawrence Academy,2019,football
2,Richard Yeargin,"Lauderdale Lakes, Fla. ", University School,2019,football
5,Nolan Borgersen,"Westwood, N.J. ", Westwood Regional HS,2019,football
14,Anthony Brown,"Middletown, CT ", Xavier,2019,football
19,Aidan Hegarty,"Bluffton, S.C. ", Hilton Head HS,2019,football
22,Ben Glines,"Cincinnati, Ohio ", St. Xavier HS,2019,football
26,Mehdi El Attrach,"Orlando, Fla. ", Lake Nona HS,2019,football
29,Christian McStravick,"Katy, Texas ", Strake Jesuit College Prep,2019,football
41,Andrew Strader,"Newport Beach, Calif. ", Mater Dei HS,2019,football
44,Isaiah Miranda,"Boston, Mass. ", Boston College High,2019,football
51,Clifford Kurker,"Needham, Mass. ", Needham,2019,football
53,Tanner Karafa,"Ashburn, Va. ", Stone Bridge HS,2019,football
55,Doug Rodier,"Manchester, Mass. ", Lawrence Academy,2019,football
57,Spencer Bono,"Cincinnati, Ohio ", Elder,2019,football
58,Cam Reddy,"Londonderry, N.H. ", Lawrence Academy,2019,football
60,Dwayne Scott,"Bronx, N.Y. ", Archbishop Stepinac,2019,football
61,Adam Korutz,"Johnson City, N.Y. ", Johnson City HS,2019,football
66,Hayden Mahoney,"Malvern, Pa. ", Malvern Prep,2019,football
68,Anthony Palazzolo,"Fairfield, Conn. ", Fairfield College Prep,2019,football
70,Eddy Fish,"South Boston, Mass. ", Lawrence Academy,2019,football
71,John Phillips,"Phoenix, N.Y. ", Christian Brothers Academy,2019,football
76,Elijah Johnson,"Severn, Md. ", DeMatha Catholic,2019,football
79,Sean Ragan,"Westborough, Mass. ", St. John's Shrewsbury,2019,football
81,Chris Garrison,"Goffstown, N.H. ", Lawrence Academy,2019,football
84,Jake Burt,"Lynnfield, Mass. ", St. John's Prep (Danvers),2019,football
85,Korab Idrizi,"Fort Lee, N.J. ", Bergen Catholic,2019,football
86,Ray Marten,"Belle Harbor, N.Y. ", Poly Prep Country Day,2019,football
87,Noah Jordan-Williams,"Cicero, N.Y. ", Christian Brothers Academy,2019,football
96,Ireland Burke,"Jamaica, N.Y. ", Pope John XXIII,2019,football
98,Kyiev Bennermon,"Poughkeepsie, N.Y. ", Spackenkill HS,2019,football
1,Zach Allen,"New Canaan, Conn. ", New Canaan HS,2018,football
3,Michael Walker,"Naples, Fla. ", Naples HS,2018,football
4,Hamp Cheevers,"Trenton, Fla. ", Trenton HS,2018,football
5,EJ Perry,"Andover, Mass. ", Andover HS,2018,football
7,Jeff Smith,"St. Petersburg, Fla. ", Clearwater Central Catholic,2018,football
10,Will Harris,"Suwanee, Ga. ", Choate Rosemary Hall,2018,football
12,Matt McDonald,"Newport Beach, Calif. ", Mission Viejo HS,2018,football
15,Wyatt Ray,"Boca Raton, Fla. ", St. Thomas Aquinas,2018,football
17,Connor Strachan,"Wellesley, Mass. ", St. Sebastian's,2018,football
19,John Fadule,"Wellesley, Mass. ", Choate Rosemary Hall,2018,football
20,Davon Jones,"Worcester, Mass. ", St. John's (Shrewsbury),2018,football
26,Lukas Denis,"Everett, Mass. ", Everett HS,2018,football
27,Johnny Langan,"Wayne, N.J. ", Bergen Catholic,2018,football
29,Taj-Amir Torres,"Amherst, Mass. ", Amherst-Pelham,2018,football
37,Garrett Reilly,"West Chester, Pa. ", Malvern Prep,2018,football
39,Aaron Gethers,"Blythewood, S.C. ", Bishop McDevitt HS,2018,football
53,Ben Stewart,"Indianapolis, Ind. ", Cathedral HS,2018,football
54,Jimmy Martin,"Winter Park, Fla. ", Orangewood Christian,2018,football
55,Colton Cardinal,"Franklin, Mass. ", Franklin HS,2018,football
57,Kevin Bletzer,"Medfield, Mass. ", Catholic Memorial,2018,football
62,Evan Stewart,"Sparta, N.J. ", St. Joseph's Regional,2018,football
63,Wyatt Knopfke,"Bradenton, Fla. ", St. Stephen's Episcopal,2018,football
66,Ryan Whittelsey,"Cary, N.C. ", Cheshire Academy,2018,football
69,Thomas Shelmire,"Dallas, Texas ", Highland Park,2018,football
71,Aaron Monteiro,"Brockton, Mass. ", Brockton HS,2018,football
76,Sam Schmal,"Atlanta, Ga. ", Westminster School,2018,football
78,Chris Lindstrom,"Dudley, Mass. ", Shepherd Hill HS,2018,football
80,Jon Baker,"Millis, MA ", Millis HS,2018,football
90,Patrick Brown,"Rancho Santa Fe, Calif. ", Cathedral Catholic,2018,football
91,Tommy Sweeney,"Ramsey, N.J. ", Don Bosco Prep,2018,football
97,Taylor Hill,"Pickerington, Ohio ", St. Charles Prep,2018,football
98,Ray Smith,"Carlsbad, Calif. ", Cathedral Catholic,2018,football
102,Colton Lichtenberg,"Savannah, Ga. ", Savannah Country Day,2018,football
5,Kamrin Moore,"District Heights, Md. ", Bishop Denis J. O'Connell,2017,football
8,Harold Landry,"Spring Lake, N.C. ", Pine Forest HS,2017,football
13,Ty Schwab,"Merritt Island, Fla. ", Merritt Island HS,2017,football
20,Troy Flutie,"Natick, Mass. ", Natick HS,2017,football
24,Thadd Smith,"Yeadon, Pa. ", Cardinal O’Hara,2017,football
27,Isaac Yiadom,"Worcester, Mass. ", Doherty Memorial,2017,football
36,Timi Tijani,"Greencastle, Pa. ", Mercersberg Academy,2017,football
39,Gabriel McClary,"Orlando, Fla. ", Winter Park HS,2017,football
40,Richard Wilson,"Southfield, Mich. ", Detroit Country Day,2017,football
41,Jack Galvin,"Lowell, Mass. ", Lowell HS,2017,football
46,Curt Bletzer,"Medfield, Mass. ", Catholic Memorial,2017,football
53,Joe Vitiello,"Bridgewater, N.J. ", Immaculata HS,2017,football
58,Mark Zavrl,"Andover, Mass. ", Andover HS,2017,football
62,Shane Leonard,"Marshfield, Mass. ", Marshfield HS,2017,football
64,Ryan Conte,"Somerville, Mass. ", Phillips Exeter,2017,football
67,Austin Stevens,"Montclair, N.J. ", Montclair HS,2017,football
71,Marcell Lazard,"Bloomfield, N.J. ", Bloomfield HS,2017,football
78,Charlie Callinan,"Westfield, N.J. ", Saint Peter's Prep,2017,football
87,Maximilian Schulze-Geisthovel,"Drensteinfurt, Germany ", RW Ahlen,2017,football
88,Kevin Cohee,"Chestnut Hill, Mass. ", Roxbury Latin,2017,football
90,Noa Merritt,"Sparta, N.J. ", Pope John XXIII,2017,football
94,James Levere,"West Hartford, Conn. ", Avon Old Farms,2017,football
96,Jack Kenny,"Baltimore, Md. ", Loyola Blakefield,2017,football
97,Mike Knoll,"Copley, Ohio ", Walsh Jesuit,2017,football
4,Darius Wade,"Middletown, Del. ", Middletown HS,2016,football
9,Patrick Towles,"Ft. Thomas, Ky. ", Kentucky,2016,football
10,John Johnson,"West Hyattsville, Md. ", Northwestern,2016,football
25,Myles Willis,"Conyers, Ga. ", Marist School,2016,football
28,Sharrieff Grice,"Naugatuck, Conn. ", Kingswood Oxford HS,2016,football
30,Matt Milano,"Orlando, Fla. ", Dr. Phillips,2016,football
31,Atem Ntantang,"Purcellville, Va. ", Woodgrove HS,2016,football
32,Mike Strizak,"Fair Lawn, N.J. ", Don Bosco Prep,2016,football
33,Jon Hilliman,"Plainfield, N.J. ", Saint Peter's Prep,2016,football
35,Sean McFadden,"Sunfish Lake, Minn. ", Saint Thomas Academy,2016,football
37,Tyler Rouse,"Baldwinsville, N.Y. ", Baker,2016,football
38,Bobby Wolford,"Jacksonville, Fla. ", Bishop Kenny,2016,football
43,Christian Backe,"Fairfield, Conn. ", Fairfield College Prep,2016,football
44,Brendan Nosovitch,"Allentown, Pa. ", South Carolina,2016,football
45,E.J. Fortenberry,"Santa Monica, Calif. ", Crossroads,2016,football
47,Cameron Croteau,"Novato, Calif. ", Marin Catholic,2016,football
49,Ethan Tucky,"Delaware, Ohio ", Rutherford B. Hayes,2016,football
57,Leonard Skubal,"Deerfield Beach, Fla. ", St. Thomas Aquinas,2016,football
58,Joel Rich,"Paris, Ohio ", St. Thomas Aquinas,2016,football
61,Jack Cottrell,"Eden Prairie, Minn. ", Eden Prairie,2016,football
68,Jim Cashman,"Haddonfield, N.J. ", Haddonfield Memorial,2016,football
70,Jimmy Lowery,"Burr Ridge, Ill. ", Eastern Illinois,2016,football
74,Tom Kowalkoski,"Plymouth, Mich. ", Detroit Catholic Central,2016,football
76,Drew Barksdale,"Solon, Ohio ", Solon,2016,football
83,Michael Giacone,"Westfield, N.J. ", Saint Peter's Prep,2016,football
88,Kevin Kavalec,"Middleburg Heights, Ohio ", Saint Ignatius,2016,football
93,Truman Gutapfel,"Harrison, Ohio ", Harrison,2016,football
2,Harrison Jackson,"Round Hill, Va. ", Loudoun Valley,2015,football
6,Sherman Alston,Harlem. N.Y. , St. Joseph's,2015,football
7,Marcus Outlow,"Norwich, Conn. ", Norwich Free Academy,2015,football
10,Bobby Swigert,"Louisville, Ohio ", Louisville,2015,football
24,David Dudeck,"Hamilton, N.J. ", The Hun School,2015,football
25,Justin Simmons,"Stuart, Fla. ", Martin County,2015,football
30,Tim Joy,"Chelmsford, Mass. ", Chelmsford,2015,football
31,Jordan Gowins,"Bellport, N.Y. ", St. Anthony's,2015,football
36,Sean Burke,"Lansdale, Pa. ", LaSalle College,2015,football
37,A.J. Caruso,"West Allenhurst, N.J. ", Ocean Township,2015,football
40,Alex Howell,"Florence, S.C. ", West Florence,2015,football
43,Mehdi Abdesmad,"Montreal, Quebec ", Cegep du Vieux-Montreal,2015,football
45,Cameron Seward,"Dunwoody, Ga. ", Westminster School,2015,football
47,Jake Wilhelm,"Amherst, Ohio ", St. Edward,2015,football
50,Frank Taylor,"Warrington, Pa. ", Archbishop Wood,2015,football
52,Steven Daniels,"Cincinnati, Ohio ", Worcester Academy,2015,football
56,Michael Fischer,"Wellesley, Mass. ", St. Sebastian's,2015,football
59,James Hendren,"Medfield, Mass. ", Dexter School,2015,football
60,Grady Higgins,"Cota de Caza, Calif. ", Santa Margarita Catholic,2015,football
61,Harris Williams,"Lynn, Mass. ", Proctor Academy,2015,football
69,Dave Bowen,"Villanova, Pa. ", Radnor,2015,football
73,Louie Addazio,"Gainesville, Fla. ", Buchholz,2015,football
77,Chase Pankey,"Cincinnati, Ohio ", Archbishop Moeller,2015,football
79,Austin Chapman,"Atlanta, Ga. ", Westminster,2015,football
80,Malachi Moore,"Hackettstown, N.J. ", Pope John XXIII,2015,football
83,Connor Wujciak,"West Caldwell, N.J. ", Seton Hall Prep,2015,football
92,Evan Kelly,"Pittsburgh, Pa. ", Seton LaSelle Catholic,2015,football
0,Tyler Murphy,"Wethersfield, Conn. ", Wethersfield,2014,football
2,Darius Wade,"Middletown, Del. ", Middletown,2014,football
3,Ty-Meer Brown,"McKeesport, Pa. ", McKeesport,2014,football
4,Sherman Alston,"Harlem, N.Y. ", St. Joseph's,2014,football
5,Marcus Outlow,"Norwich, Conn. ", Norwich Free Acad.,2014,football
6,Josh Bordner,"Sykesville, Md. ", Century,2014,football
7,Harold Landry,"Fayetteville, N.C. ", Pine Forest,2014,football
8,Dominique Williams,"Brockton, Mass. ", Brockton,2014,football
10,Shakim Phillips,"Paterson, N.J. ", DePaul Catholic,2014,football
11,Connor Strachan,"Wellesley, MA ", St. Sebastian's,2014,football
12,Gabriel McClary,"Orlando, Fla. ", Winter Park,2014,football
13,Troy Flutie,"Natick, Mass. ", Natick,2014,football
14,Dan Crimmins,"Closter, N.J. ", Demarest,2014,football
15,Sean Sylvia,"Dartmouth, Mass. ", Cheshire Academy,2014,football
17,Manuel Asprilla,"Everett, Mass. ", Everett,2014,football
19,Allen Dawson,"Ft. Lauderdale, Fla. ", Cheshire Academy (Conn.),2014,football
20,Josh Keyes,"Ghent, N.Y. ", Chatham,2014,football
24,Joel Zoungrana,"Montreal, Quebec ", Champlain-Lennoxville,2014,football
25,Joey Launceford,"Seattle, Wash. ", O'Dea,2014,football
29,Sean Duggan,"Cincinnati, Ohio ", St. Xavier,2014,football
30,Griff Rogan,"Garden City, N.Y. ", Chaminade,2014,football
33,Will Mahar,"Rochester, N.Y. ", McQuaid Jesuit,2014,football
38,Jack Bramswig,"Pleasantville, N.Y. ", Pleasantville,2014,football
42,Ty Schwab,"Merritt Island, Fla. ", Merritt Island,2014,football
47,Nick Lifka,"Naperville, Ill. ", Naperville North,2014,football
54,Christian Lezzer,"Clearfield, Pa. ", Clearfield,2014,football
56,Hunter Forte,"St. Louis, Mo. ", Chaminade,2014,football
59,Andy Gallik,"Evergreen Park, Ill. ", Brother Rice,2014,football
62,Frank Radici,"Montville, N.J. ", Don Bosco Prep,2014,football
64,Noah Penders,"Westfield, N.J. ", Seton Hall Prep,2014,football
65,Seth Betancourt,"Riverside, N.J. ", St. Joseph's Prep (Pa.),2014,football
66,Aaron Kramer,"Duxbury, Mass. ", Duxbury,2014,football
70,Ian Silberman,"Orange Park, Fla. ", Fleming Island,2014,football
71,Bobby Vardaro,"North Reading, Mass. ", Phillips Andover,2014,football
75,Jarrett Darmstatter,"Barnegat, N.J. ", Barnegat,2014,football
77,Nat Dixon,"Lynn Haven, Fla. ", Mosley,2014,football
78,Thadd Smith,"Yeadon, Pa. ", Cardinal O'Hara,2014,football
79,Jeffrey Jay,"Greenwich, Conn. ", Brunswick School,2014,football
88,Seyi Adebayo,"Glendale, Ariz. ", Brophy Prep,2014,football
