,Name,Hometown,High School,Year,sport
17,Georgia Gray,"Seattle, Wash.",Kings,2018,wrow
18,Gabby Grob,"Henrico, Va.",Maggie L. Walker Governor's School,2018,wrow
19,Kate Hastings,"Wilmington, Del.","Mercersburg, Academy",2018,wrow
20,Astrid Henkle,"Washington, D.C.",Wakefield High School,2018,wrow
21,Rose Kelly,"Lawrence, Mass.",Wamogo Regional High School,2018,wrow
22,Sophia Kershner,"Palmyra, Va.",Fluvanna County,2018,wrow
23,Livia Kimche,"Park City, UT",Park City High School,2018,wrow
24,Mackenzie King,"Yardley, Pa.",Bucks County Technical,2018,wrow
25,Nicola Lawless,"London, England",St. Paul's Girls' School,2018,wrow
26,Heidi Long,"Buckinghamshire, England",Beaconsfield,2018,wrow
27,Casey Martin,"Newport News, Va.",Gloucester High School,2018,wrow
28,Theresa Matthews,"Beaverdam, VA",Patrick Henry High School,2018,wrow
29,Josephine Oakley,"McLean, Va.",McLean High School,2018,wrow
30,Tessa Otting,"Evanston, Ill.",Evanston Township,2018,wrow
31,Eleanor Ozer,"Galax, Georgia",Galax High School,2018,wrow
32,Amelia Parizek,"McLean, Virginia",National Cathedral School,2018,wrow
33,Sophie Pennoyer,"Hartford, Conn.",Kingswood Oxford School,2018,wrow
34,Lauren Poland,"Chicago, Ill.",Fenwick,2018,wrow
35,Charlotte Quinn,"Western Springs, Il.",Fenwick High School,2018,wrow
36,Brooke Rickert,"Florence, Ky.",Ryle High School,2018,wrow
37,Olivia Schulz,"Williamsburg, Va.",Warhill High School,2018,wrow
38,Emma Sharon,"Chelmsford, Mass.",Lexington Christian Academy,2018,wrow
39,Molly Shields,"Mechanicsville, Va.",Atlee,2018,wrow
40,Alex Slabbert,"Cos Cob, Conn.",Greenwich,2018,wrow
41,Katrina Strash,"Claremont, Calif.",Claremont,2018,wrow
42,Isabella Strickler,"Grosse Pointe, Mich.",Grosse Point South,2018,wrow
43,Maggie Taylor,"Vero Beach, Fla.",Saint Edward's School,2018,wrow
44,Alli Terblanche,"Johannesburg, South Africa",St. Mary's School Waverly,2018,wrow
45,Lizzie Trull,"Wellesley, Mass.",Noble and Greenough School,2018,wrow
46,Carrie Warner,"East London, South Africa",Clarendon High School for Girls,2018,wrow
47,Hannah Watson,"Chesapeake, Va.",Home Schooled,2018,wrow
48,Izzi Weiss,"Chicago, Ill.",The Latin School,2018,wrow
49,Carrie Wentzel,"San Anselmo, Calif.",The Branson School,2018,wrow
50,Reilly White,"Wyckoff, N.J.",Ramapo,2018,wrow
51,To Wiersma,"Amsterdam, The Netherlands",St. Ignatius Gymnasium,2018,wrow
52,Maggie Wittpenn,"Califon, N.J.",Voorhees,2018,wrow
53,Mary Wright,"Birmingham, United Kingdom",The Henley College,2018,wrow
54,Pelin Yirmibesoglu,"Martinsville, Va.",Liceo Italiano di Istanbul,2018,wrow
0,Brooke Alexander,"Midlothian, Va.",James River,2019,wrow
1,Emily Ashton,"Albany, N.Y.",Albany Academies,2019,wrow
2,Tahne Badenhorst,"Benoni, South Africa",St. Andrews School for Girls,2019,wrow
3,Lindsay Barkett,"Vero Beach, Fl.",Vero Beach High School,2019,wrow
4,Hailey Barnett,"Philadelphia, Pa.",The Baldwin School,2019,wrow
5,Abbie Bird,"Ascot, England",Furze Platt Senior School,2019,wrow
6,Larkin Brown,"Ringgold, Ga.",Girls Prepatory School,2019,wrow
7,Jamey Bulloch,"Johannesburg, South Africa",St. Andrews School for GirlsAwar,2019,wrow
8,Sara Cliborne,"Henrico, Va.",Henrico,2019,wrow
9,Grace Comerford,"Wyndmoor, Pa.",Mount Saint Joseph Academy,2019,wrow
10,Emily Condlin,"Richmond, Va.",St. Catherine's School,2019,wrow
11,Janet Conklin,"Norwood, N.J.",Phillips Academy Andover,2019,wrow
12,Parker Cuthbertson,"Westport, Conn.",Staples,2019,wrow
13,Star Davidson,"Canterbury, N.Z.",St. Margaret’s College,2019,wrow
14,Katy Flynn,"Churchville, N.Y.",Churchville-Chili Senior High,2019,wrow
15,Emiliana Geronimo,"Newark, N.J.",St. Paul's School,2019,wrow
16,Colette Glass,"Tampa, Fl.",Kent School,2019,wrow
17,Eva Gobourne,"Washington, D.C.",Holton-Arms School,2019,wrow
18,Gabby Grob,"Henrico, Va.",Maggie L. Walker Governor's School,2019,wrow
19,Kate Hastings,"Wilmington, Del.","Mercersburg, Academy",2019,wrow
20,Sophia Kershner,"Palmyra, Va.",Fluvanna County,2019,wrow
21,Livia Kimche,"Park City, UT",Park City High School,2019,wrow
22,Nicola Lawless,"London, England",St. Paul's Girls' School,2019,wrow
23,Casey Martin,"Newport News, Va.",Gloucester High School,2019,wrow
24,Theresa Matthews,"Beaverdam, VA",Patrick Henry High School,2019,wrow
25,Sam Mazza,"Worthington, Ohio",Thomas Worthington,2019,wrow
26,Lauren Orr,"Hood River, Ore.",Hood River Valley,2019,wrow
27,Tessa Otting,"Evanston, Ill.",Evanston Township,2019,wrow
28,Amelia Parizek,"McLean, Va.",National Cathedral School,2019,wrow
29,Lauren Poland,"Chicago, Ill.",Fenwick,2019,wrow
30,Charlotte Quinn,"Western Springs, Il.",Fenwick High School,2019,wrow
31,Casey Reed,"Belmont, Mass.",Belmont,2019,wrow
32,Brooke Rickert,"Florence, Ky.",Ryle High School,2019,wrow
33,Carter Shields,"Port Washington, NY",Paul D. Schreiber High School,2019,wrow
34,Bianka Smeulders,"Pittsford, N.Y.",Mendon,2019,wrow
35,Katie Stephens,"Newport Beach, Calif.",St. Margaret's Episcopal School,2019,wrow
36,Maggie Taylor,"Vero Beach, Fla.",Saint Edward's School,2019,wrow
37,Alli Terblanche,"Johannesburg, South Africa",St. Mary's School Waverly,2019,wrow
38,Leia Till,"Potomac, Md.",Walt Whitman,2019,wrow
39,Julia Trull,"Wellesley, Mass.",Noble and Greenough School,2019,wrow
40,Lizzie Trull,"Wellesley, Mass.",Noble and Greenough School,2019,wrow
41,ViVi Van Ingen,"Darien, Conn.",Darien,2019,wrow
42,Carrie Warner,"East London, South Africa",Clarendon High School for Girls,2019,wrow
43,Hannah Watson,"Chesapeake, Va.",Home Schooled,2019,wrow
44,Reilly White,"Wyckoff, N.J.",Ramapo,2019,wrow
45,To Wiersma,"Amsterdam, The Netherlands",St. Ignatius Gymnasium,2019,wrow
46,Camille Williams,"Atlanta, Ga.",Atlanta International School,2019,wrow
0,Brooke Alexander,"Midlothian, Va.",James River,2020,wrow
1,Emily Ashton,"Albany, N.Y.",Albany Academies,2020,wrow
2,Tahne Badenhorst,"Benoni, South Africa",St. Andrews School for Girls,2020,wrow
3,Lindsay Barkett,"Vero Beach, Fl.",Vero Beach High School,2020,wrow
4,Hailey Barnett,"Philadelphia, Pa.",The Baldwin School,2020,wrow
5,Lauren Benedict,"McLean, Va.",McLean,2020,wrow
6,Cameron Bentley,"Basking Ridge, N.J.",Blair Academy,2020,wrow
7,Lily Bernero,"Springfield, Va.",Bishop O'Connell,2020,wrow
8,Abbie Bird,"Ascot, England",Furze Platt Senior School,2020,wrow
9,Izzie Bird,"Ascot, England",Furze Platt Senior School,2020,wrow
10,Emma Bradish,"Kentfield, Calif.",Marin Catholic,2020,wrow
11,Larkin Brown,"Ringgold, Ga.",Girls Prepatory School,2020,wrow
12,Jamey Bulloch,"Johannesburg, South Africa",St. Andrews School for GirlsAwar,2020,wrow
13,Brooke Carmody,"Falls Church, Va.",Justice,2020,wrow
14,Grace Comerford,"Wyndmoor, Pa.",Mount Saint Joseph Academy,2020,wrow
15,Emily Condlin,"Richmond, Va.",St. Catherine's School,2020,wrow
16,Janet Conklin,"Norwood, N.J.",Phillips Academy Andover,2020,wrow
17,Parker Cuthbertson,"Westport, Conn.",Staples,2020,wrow
18,Star Davidson,"Canterbury, N.Z.",St. Margaret’s College,2020,wrow
19,Caity Driver,"Crozet, Va.",Western Albemarle,2020,wrow
20,Katy Flynn,"Churchville, N.Y.",Churchville-Chili Senior High,2020,wrow
21,Eva Frohnhofer,"New York, N.Y.",Convent of the Sacred Heart,2020,wrow
22,Kelsey Gems,"Johannesburg, South Africa",St. Andrew's High School for Girls,2020,wrow
23,Emiliana Geronimo,"Newark, N.J.",St. Paul's School,2020,wrow
24,Colette Glass,"Tampa, Fla.",Kent School,2020,wrow
25,Nora Grabcheski,"Montclair, N.J.",Montclair,2020,wrow
26,Gabby Grob,"Henrico, Va.",Maggie L. Walker Governor's School,2020,wrow
27,Erin Hallaby,"Johannesburg, South Africa",St. Andrew's High School for Girls,2020,wrow
28,Lily Jarrett,"Weston, Mass.",Middlesex School,2020,wrow
29,Beatrice Jones,"Delmar, N.Y.",Bethlehem Central,2020,wrow
30,Katherine Kelly,"Vashon Island, Wash.",Vashon Island,2020,wrow
31,Sophia Kershner,"Palmyra, Va.",Fluvanna County,2020,wrow
32,Elizabeth Kilgore,"Madison, N.J.",Academy of St. Elizabeth,2020,wrow
33,Livia Kimche,"Park City, Utah",Park City High School,2020,wrow
34,Zoe Klenke,"Reno, Nevada",Earl Wooster,2020,wrow
35,Nicola Lawless,"London, England",St. Paul's Girls' School,2020,wrow
36,Grace Lebo,"Nashville, Tenn.",Harpeth Hall School,2020,wrow
37,Casey Martin,"Gloucester, Va.",Gloucester,2020,wrow
38,Sam Mazza,"Worthington, Ohio",Thomas Worthington,2020,wrow
39,Ailbhe O'Grady,"Sarasota, Fla.",Riverview,2020,wrow
40,Lauren Orr,"Hood River, Ore.",Hood River Valley,2020,wrow
41,Tessa Otting,"Evanston, Ill.",Evanston Township,2020,wrow
42,Amelia Parizek,"McLean, Va.",National Cathedral School,2020,wrow
43,Shannon Pickrell,"Nashville, Tenn.",MLK,2020,wrow
44,Cate Porter,"Hopewell, N.J.",Kent School,2020,wrow
45,Charlotte Quinn,"Western Springs, Ill.",Fenwick High School,2020,wrow
46,Casey Reed,"Belmont, Mass.",Belmont,2020,wrow
47,Brooke Rickert,"Florence, Ky.",Ryle High School,2020,wrow
48,Sonja Schlosser,"Deggendorf, Germany",Aloys-Fischer-Schule,2020,wrow
49,Olivia Sheridan,"New Canaan, Conn.",King School,2020,wrow
50,Carter Shields,"Port Washington, NY",Paul D. Schreiber High School,2020,wrow
51,Bianka Smeulders,"Pittsford, N.Y.",Mendon,2020,wrow
52,Katie Stephens,"Newport Beach, Calif.",St. Margaret's Episcopal School,2020,wrow
53,Nel Straub,"Bainbridge Island, Wash.",Bainbridge,2020,wrow
54,Maggie Taylor,"Vero Beach, Fla.",Saint Edward's School,2020,wrow
55,Zoe Tekeian,"Cambridge, Mass.",Cambridge Rindge and Latin School,2020,wrow
56,Alli Terblanche,"Johannesburg, South Africa",St. Mary's School Waverly,2020,wrow
57,Reagan Thomas,"Powhatan, Va.",Powhatan,2020,wrow
58,Leia Till,"Potomac, Md.",Walt Whitman,2020,wrow
59,Alexandra van Dijkum,"Rowayton, Conn.",Phillips Exeter Academy,2020,wrow
60,ViVi Van Ingen,"Darien, Conn.",Darien,2020,wrow
61,Carrie Warner,"East London, South Africa",Clarendon High School for Girls,2020,wrow
0,Jelani Adorno,"Simsbury, Conn.",The Hotchkiss School,2021,wrow
1,Brooke Alexander,"Midlothian, Va.",James River,2021,wrow
2,Tahne Badenhorst,"Benoni, South Africa",St. Andrews School for Girls,2021,wrow
3,Lindsay Barkett,"Vero Beach, Fl.",Vero Beach High School,2021,wrow
4,Hailey Barnett,"Philadelphia, Pa.",The Baldwin School,2021,wrow
5,Izzie Begley,"Moorestown, N.J.",Merion Mercy Academy,2021,wrow
6,Lauren Benedict,"McLean, Va.",McLean,2021,wrow
7,Cameron Bentley,"Basking Ridge, N.J.",Blair Academy,2021,wrow
8,Lily Bernero,"Springfield, Va.",Bishop O'Connell,2021,wrow
9,Faye Berry,"Wynnewood, Pa.",Lower Merion,2021,wrow
10,Abbie Bird,"Ascot, England",Furze Platt Senior School,2021,wrow
11,Izzie Bird,"Ascot, England",Furze Platt Senior School,2021,wrow
12,Emma Bradish,"Kentfield, Calif.",Marin Catholic,2021,wrow
13,Caroline Brinkman,"Moorestown, N.J.",Moorestown,2021,wrow
14,Larkin Brown,"Ringgold, Ga.",Girls Prepatory School,2021,wrow
15,Brooke Carmody,"Falls Church, Va.",Justice,2021,wrow
16,Bella Carter,"Christchurch, New Zealand",Rangi Ruru Girls' School,2021,wrow
17,Ximena Chico,"The Woodlands, Tx.",The Woodlands,2021,wrow
18,Janet Conklin,"Norwood, N.J.",Phillips Academy Andover,2021,wrow
19,Sofia Coppola,"White Plains, N.Y.",The Ursuline School,2021,wrow
20,Parker Cuthbertson,"Westport, Conn.",Staples,2021,wrow
21,Sky Dahl,"Minneapolis, Minn.",Centennial High School,2021,wrow
22,Helene Dimitrijev,"Viljandi, Estonia",Hugo Treffner's Gymnasium,2021,wrow
23,Sydney Fratamico,"Clinton, Conn.",The Morgan School,2021,wrow
24,Eva Frohnhofer,"New York, N.Y.",Convent of the Sacred Heart,2021,wrow
25,Kelsey Gems,"Johannesburg, South Africa",St. Andrew's High School for Girls,2021,wrow
26,Meagan Goldsmith,"Winter Garden, Fla.",West Orange High,2021,wrow
27,Nora Grabcheski,"Montclair, N.J.",Montclair,2021,wrow
28,Jenna Hajji,"Fairfax Station, Va.",South County,2021,wrow
29,Lily Jarrett,"Weston, Mass.",Middlesex School,2021,wrow
30,Beatrice Jones,"Delmar, N.Y.",Bethlehem Central,2021,wrow
31,Katherine Kelly,"Vashon Island, Wash.",Vashon Island,2021,wrow
32,Livia Kimche,"Park City, Utah",Park City High School,2021,wrow
33,Paige Lane,"San Francisco, Calif.",Kent School,2021,wrow
34,Nicola Lawless,"London, England",St. Paul's Girls' School,2021,wrow
35,Grace Lebo,"Nashville, Tenn.",Harpeth Hall School,2021,wrow
36,Chloe Lee,"Annapolis, Md.",Severn School,2021,wrow
37,Paige Loh,"Monmouth Beach, N.J.",Marine Academy of Science and Technology,2021,wrow
38,Addison Luce,"Boxford, Mass.",Phillips Exeter Academy,2021,wrow
39,Kate McGee,"Cincinnati, OH.",Saint Ursula Academy,2021,wrow
40,Aileen Murray,"Ft. Washington, Pa.",Gwynedd Mercy Academy,2021,wrow
41,Ailbhe O'Grady,"Sarasota, Fla.",Riverview,2021,wrow
42,Lauren Orr,"Hood River, Ore.",Hood River Valley,2021,wrow
43,Teagan Orth,"St. Catharines, Ontario, Canada",St. Francis Catholic Secondary School,2021,wrow
44,Amelia Parizek,"McLean, Va.",National Cathedral School,2021,wrow
45,Charlotte Quinn,"Western Springs, Ill.",Fenwick High School,2021,wrow
46,Casey Reed,"Belmont, Mass.",Belmont,2021,wrow
47,Sonja Schlosser,"Deggendorf, Germany",Aloys-Fischer-Schule,2021,wrow
48,Olivia Sheridan,"New Canaan, Conn.",King School,2021,wrow
49,Carter Shields,"Port Washington, NY",Paul D. Schreiber High School,2021,wrow
50,Bianka Smeulders,"Pittsford, N.Y.",Mendon,2021,wrow
51,Sarah Statler,"Spotsylvania, Va.",Riverbend,2021,wrow
52,Katie Stephens,"Newport Beach, Calif.",St. Margaret's Episcopal School,2021,wrow
53,Nel Straub,"Bainbridge Island, Wash.",Bainbridge,2021,wrow
54,Zoe Tekeian,"Cambridge, Mass.",Cambridge Rindge and Latin School,2021,wrow
55,Alli Terblanche,"Johannesburg, South Africa",St. Mary's School Waverly,2021,wrow
56,Leia Till,"Potomac, Md.",Walt Whitman,2021,wrow
57,Alexandra van Dijkum,"Rowayton, Conn.",Phillips Exeter Academy,2021,wrow
58,ViVi Van Ingen,"Darien, Conn.",Darien,2021,wrow
59,Camille Williams,"Greenwich, Conn.",Blair Academy,2021,wrow
60,Ava Wisnoski,"Chesterfield, N.J.",Northern Burlington,2021,wrow
61,Alexa Zavattaro,"Old Greenwich, Conn.",Greenwich,2021,wrow
0,Brooke Alexander,"Midlothian, Va.",James River,2022,wrow
1,Tahne Badenhorst,"Benoni, South Africa",St. Andrews School for Girls,2022,wrow
2,Natalie Bailey,"Olympia, Wash.",Olympia,2022,wrow
3,Shelby Bavin,"Alexandria, Va.",Alexandria City,2022,wrow
4,Izzie Begley,"Moorestown, N.J.",Merion Mercy Academy,2022,wrow
5,Lauren Benedict,"McLean, Va.",McLean,2022,wrow
6,Cameron Bentley,"Basking Ridge, N.J.",Blair Academy,2022,wrow
7,Dylan Bentley,"Basking Ridge, N.J.",Blair Academy,2022,wrow
8,Lily Bernero,"Springfield, Va.",Bishop O'Connell,2022,wrow
9,Faye Berry,"Wynnewood, Pa.",Lower Merion,2022,wrow
10,Izzie Bird,"Ascot, England",Furze Platt Senior School,2022,wrow
11,Freya Birkas-Dent,"Saratoga Springs, N.Y.",Schuylerville,2022,wrow
12,Sarah Bradford,"Oconomowoc, Wis.",Divine Savior Holy Angels,2022,wrow
13,Emma Bradish,"Kentfield, Calif.",Marin Catholic,2022,wrow
14,Larkin Brown,"Ringgold, Ga.",Girls Prepatory School,2022,wrow
15,Bella Carter,"Christchurch, New Zealand",Rangi Ruru Girls' School,2022,wrow
16,Liv Colston,"Alcoa, Tenn.",Alcoa,2022,wrow
17,Janet Conklin,"Norwood, N.J.",Phillips Academy Andover,2022,wrow
18,Sofia Coppola,"White Plains, N.Y.",The Ursuline School,2022,wrow
19,Sky Dahl,"Minneapolis, Minn.",Centennial High School,2022,wrow
20,Ava Dargon,"Belmont, Mass.",Belmont,2022,wrow
21,Helene Dimitrijev,"Viljandi, Estonia",Hugo Treffner's Gymnasium,2022,wrow
22,Savannah Fox,"Bentonville, Ark.",Bentonville,2022,wrow
23,Sydney Fratamico,"Clinton, Conn.",The Morgan School,2022,wrow
24,Eva Frohnhofer,"New York, N.Y.",Convent of the Sacred Heart,2022,wrow
25,Kelsey Gems,"Johannesburg, South Africa",St. Andrew's High School for Girls,2022,wrow
26,Meagan Goldsmith,"Winter Garden, Fla.",West Orange High,2022,wrow
27,Nora Grabcheski,"Montclair, N.J.",Montclair,2022,wrow
28,Hannah Guy,"Nashville, Tenn.",The Ensworth School,2022,wrow
29,Jenna Hajji,"Fairfax Station, Va.",South County,2022,wrow
30,Elsa Hartman,"Roseville, Calif.",Granite Bay,2022,wrow
31,Lily Jarrett,"Weston, Mass.",Middlesex School,2022,wrow
32,Lauren Jochims,"Pittsburgh, Pa.",Shady Side Academy,2022,wrow
33,Beatrice Jones,"Delmar, N.Y.",Bethlehem Central,2022,wrow
34,Reilly Katz,"Port Washington, N.Y.",Paul D. Schieber Senior High,2022,wrow
35,Katherine Kelly,"Vashon Island, Wash.",Vashon Island,2022,wrow
36,Paige Lane,"San Francisco, Calif.",Kent School,2022,wrow
37,Grace Lebo,"Nashville, Tenn.",Harpeth Hall School,2022,wrow
38,Chloe Lee,"Annapolis, Md.",Severn School,2022,wrow
39,Paige Loh,"Monmouth Beach, N.J.",Marine Academy of Science and Technology,2022,wrow
40,Addison Luce,"Boxford, Mass.",Phillips Exeter Academy,2022,wrow
41,Kate McGee,"Cincinnati, OH.",Saint Ursula Academy,2022,wrow
42,Ashlyn McGinn,"Fort Lauderdale, Fla.",Pinecrest School,2022,wrow
43,Alison Miller,"Blackstone, Mass.",St. Mark's School,2022,wrow
44,Cillian Mullen,"Batavia, Ill.",Batavia,2022,wrow
45,Ailbhe O'Grady,"Sarasota, Fla.",Riverview,2022,wrow
46,Lindsay O'Neil,"Boston, Mass.",Hingham,2022,wrow
47,Lauren Orr,"Hood River, Ore.",Hood River Valley,2022,wrow
48,Teagan Orth,"St. Catharines, Ontario, Canada",St. Francis Catholic Secondary School,2022,wrow
49,Amelia Parizek,"McLean, Va.",National Cathedral School,2022,wrow
50,Katie Rapaglia,"Ridgefield, Conn.",Ridgefield,2022,wrow
51,Sarah Rapaglia,"Ridgefield, Conn.",Ridgefield,2022,wrow
52,Riley Richardson,"Ottawa, Ontario, Canada",Cairine Wilson Secondary School,2022,wrow
53,Carter Shields,"Port Washington, NY",Paul D. Schreiber High School,2022,wrow
54,Bianka Smeulders,"Pittsford, N.Y.",Mendon,2022,wrow
55,Lily Spyredes,"Boca Raton, Fla.",Pine Crest School,2022,wrow
56,Sarah Statler,"Spotsylvania, Va.",Riverbend,2022,wrow
57,Katie Stephens,"Newport Beach, Calif.",St. Margaret's Episcopal School,2022,wrow
58,Nel Straub,"Bainbridge Island, Wash.",Bainbridge,2022,wrow
59,Zoe Tekeian,"Cambridge, Mass.",Cambridge Rindge and Latin School,2022,wrow
60,Leia Till,"Potomac, Md.",Walt Whitman,2022,wrow
61,Allison Triano,"Stamford, Conn.",The King School,2022,wrow
62,ViVi Van Ingen,"Darien, Conn.",Darien,2022,wrow
63,Catherine Williams,"Rye, N.Y.",Rye,2022,wrow
64,Ava Wisnoski,"Chesterfield, N.J.",Northern Burlington,2022,wrow
65,Alexa Zavattaro,"Old Greenwich, Conn.",Greenwich,2022,wrow
0,Natalie Bailey,"Olympia, Wash.",Olympia,2023,wrow
1,Izzy Barnes,"Arlington, Va.",Yorktown,2023,wrow
2,Shelby Bavin,"Alexandria, Va.",Alexandria City,2023,wrow
3,Izzie Begley,"Moorestown, N.J.",Merion Mercy Academy,2023,wrow
4,Lauren Benedict,"McLean, Va.",McLean,2023,wrow
5,Cameron Bentley,"Basking Ridge, N.J.",Blair Academy,2023,wrow
6,Dylan Bentley,"Basking Ridge, N.J.",Blair Academy,2023,wrow
7,Lily Bernero,"Springfield, Va.",Bishop O'Connell,2023,wrow
8,Molly Bidwell,"Pelham, N.Y.",Pelham Memorial,2023,wrow
9,Izzie Bird,"Ascot, England",Furze Platt Senior School,2023,wrow
10,Freya Birkas-Dent,"Saratoga Springs, N.Y.",Schuylerville,2023,wrow
11,Stella Bittman,"Welland, Ont.",Notre Dame College School,2023,wrow
12,Sarah Bradford,"Oconomowoc, Wis.",Divine Savior Holy Angels,2023,wrow
13,Emma Bradish,"Kentfield, Calif.",Marin Catholic,2023,wrow
14,Savannah Cogan,"Newton, Mass.",Newton North,2023,wrow
15,Liv Colston,"Alcoa, Tenn.",Alcoa,2023,wrow
16,Sofia Coppola,"White Plains, N.Y.",The Ursuline School,2023,wrow
17,Sophie Curtis,"Darien, Conn.",Darien,2023,wrow
18,Parker Cuthbertson,"Westport, Conn.",Staples,2023,wrow
19,Sky Dahl,"Minneapolis, Minn.",Centennial High School,2023,wrow
20,Ava Dargon,"Belmont, Mass.",Belmont,2023,wrow
21,Helene Dimitrijev,"Viljandi, Estonia",Hugo Treffner's Gymnasium,2023,wrow
22,Alice Dommer,"San Carlos, Calif.",Sequoia,2023,wrow
23,Savannah Fox,"Bentonville, Ark.",Bentonville,2023,wrow
24,Sydney Fratamico,"Clinton, Conn.",The Morgan School,2023,wrow
25,Eva Frohnhofer,"New York, N.Y.",Convent of the Sacred Heart,2023,wrow
26,Isabella Furman,"Wilton, Conn.",Wilton,2023,wrow
27,Kelsey Gems,"Johannesburg, South Africa",St. Andrew's High School for Girls,2023,wrow
28,Sami Goldman,"Old Greenwich, Conn.",Blair Academy,2023,wrow
29,Meagan Goldsmith,"Winter Garden, Fla.",West Orange High,2023,wrow
30,Nora Grabcheski,"Montclair, N.J.",Montclair,2023,wrow
31,Hannah Guy,"Nashville, Tenn.",The Ensworth School,2023,wrow
32,Jenna Hajji,"Fairfax Station, Va.",South County,2023,wrow
33,Elsa Hartman,"Roseville, Calif.",Granite Bay,2023,wrow
34,Lila Henn,"Palo Alto, Calif.",Castilleja School,2023,wrow
35,Kennedy Housley,"Sarasota, Fla.",Florida Virtual School,2023,wrow
36,Lily Jarrett,"Weston, Mass.",Middlesex School,2023,wrow
37,Katherine Jennings,"Wellesley, Mass.",Noble and Greenough School,2023,wrow
38,Lauren Jochims,"Pittsburgh, Pa.",Shady Side Academy,2023,wrow
39,Beatrice Jones,"Delmar, N.Y.",Bethlehem Central,2023,wrow
40,Sheila Joyce,"Jamestown, R.I.",Portsmouth Abbey School,2023,wrow
41,Reilly Katz,"Port Washington, N.Y.",Paul D. Schieber Senior High,2023,wrow
42,Katherine Kelly,"Vashon Island, Wash.",Vashon Island,2023,wrow
43,Paige Lane,"San Francisco, Calif.",Kent School,2023,wrow
44,Sally Laurencelle,"Charlottesville, Va.",Western Albemarle,2023,wrow
45,Grace Lebo,"Nashville, Tenn.",Harpeth Hall School,2023,wrow
46,Chloe Lee,"Annapolis, Md.",Severn School,2023,wrow
47,Paige Loh,"Monmouth Beach, N.J.",Marine Academy of Science and Technology,2023,wrow
48,Kate McGee,"Cincinnati, OH.",Saint Ursula Academy,2023,wrow
49,Ashlyn McGinn,"Fort Lauderdale, Fla.",Pinecrest School,2023,wrow
50,Alison Miller,"Blackstone, Mass.",St. Mark's School,2023,wrow
51,Paris Miller,"Fishers, Ind.",Brebeuf Jesuit Prep,2023,wrow
52,Olivia Morin,"Long Island, N.Y.",South Side,2023,wrow
53,Skylar Morrison,"Haymarket, Va.",Battlefield,2023,wrow
54,Cillian Mullen,"Batavia, Ill.",Batavia,2023,wrow
55,Ailbhe O'Grady,"Sarasota, Fla.",Riverview,2023,wrow
56,Lindsay O'Neil,"Boston, Mass.",Hingham,2023,wrow
57,Teagan Orth,"St. Catharines, Ontario, Canada",St. Francis Catholic Secondary School,2023,wrow
58,Katelyn Passino,"Chicago, Ill.",Loyola Academy,2023,wrow
59,Katie Rapaglia,"Ridgefield, Conn.",Ridgefield,2023,wrow
60,Sarah Rapaglia,"Ridgefield, Conn.",Ridgefield,2023,wrow
61,Riley Richardson,"Ottawa, Ontario, Canada",Cairine Wilson Secondary School,2023,wrow
62,Ava Schetlick,"Charlottesville, Va.",St. Anne's-Belfield,2023,wrow
63,Anna Schrieber,"Budapest, Hungary",Szent Angéla,2023,wrow
64,Zoe Tekeian,"Cambridge, Mass.",Cambridge Rindge and Latin School,2023,wrow
65,Caeley Tierney,"Hackettstown, N.J.",Blair Academy,2023,wrow
66,Allison Triano,"Stamford, Conn.",The King School,2023,wrow
67,Catherine Williams,"Rye, N.Y.",Rye,2023,wrow
0,Jonathan Cornish,"London, England",Reed's,2012,mten
1,Dino Dell'Orto,"Hong Kong, China",,2012,mten
2,Alex Domijan,"Wesley Chapel, Fla.",Saddlebrook Academy,2012,mten
3,Brian Fang,"Hacienda Heights, Calif.",Laurel Springs,2012,mten
4,Mitchell Frank,"Annandale, Va.",Annandale,2012,mten
5,Jarmere Jenkins,"College Park, Ga.",Alpha Omega Academy,2012,mten
6,Mitchell Polnet,"Churchville, Pa.",Keystone Online,2012,mten
7,Harrison Richmond,"Pawleys Island, S.C.",Waccamaw,2012,mten
8,Alex Scheinman,"Los Angeles, Calif.",Home Schooled,2012,mten
9,Justin Shane,"Falls Church, Va.",JEB Stuart,2012,mten
10,Ryan Shane,"Falls Church, Va.",JEB Stuart,2012,mten
11,Mac Styslinger,"Birmingham, Ala.",IMG Academy,2012,mten
12,Ian Uriguen,"Guatemala City, Guatemala",,2012,mten
13,Julen Uriguen,"Guatemala City, Guatemala",,2012,mten
0,J.C. Aragone,"Yorba Linda, Calif.",Parkview,2013,mten
1,Luca Corinteli,"Alexandria, Va.",Florida Virtual School,2013,mten
2,Jonathan Cornish,"London, England",Reed's,2013,mten
3,Jordan Daigle,"Lafayette, La.",,2013,mten
4,Alex Domijan,"Wesley Chapel, Fla.",Saddlebrook Academy,2013,mten
5,Mitchell Frank,"Annandale, Va.",Annandale,2013,mten
6,Thai-Son Kwiatkowski,"Charlotte, N.C.",USTA Player Development,2013,mten
7,Mitchell Polnet,"Churchville, Pa.",Keystone Online,2013,mten
8,Harrison Richmond,"Pawleys Island, S.C.",Waccamaw,2013,mten
9,Alex Scheinman,"Los Angeles, Calif.",Home Schooled,2013,mten
10,Justin Shane,"Falls Church, Va.",JEB Stuart,2013,mten
11,Ryan Shane,"Falls Church, Va.",JEB Stuart,2013,mten
12,Mac Styslinger,"Birmingham, Ala.",IMG Academy,2013,mten
